CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685573458772;(0.049971, -1.573068, 0.901457);(0.688454, -3.113647, -0.162551);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573458872;(0.049971, -1.573068, 0.901457);(0.688454, -3.113647, -0.162551);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573458972;(0.049971, -1.573068, 0.901457);(0.688454, -3.113647, -0.162551);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459072;(0.049971, -1.573068, 0.901457);(0.688454, -3.113647, -0.162551);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459172;(0.049971, -1.573068, 0.901457);(0.688454, -3.113647, -0.162551);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459272;(0.049465, -1.574777, 0.899776);(0.689734, -3.115700, -0.153639);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459372;(0.049465, -1.574777, 0.899776);(0.689734, -3.115700, -0.153639);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459472;(0.047974, -1.576638, 0.898992);(0.694392, -3.117133, -0.145812);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459572;(0.047974, -1.576638, 0.898992);(0.694392, -3.117133, -0.145812);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459672;(0.047092, -1.575340, 0.898072);(0.687653, -3.120619, -0.147151);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459772;(0.047092, -1.575340, 0.898072);(0.687653, -3.120619, -0.147151);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459872;(0.045308, -1.575039, 0.901689);(0.686343, -3.129518, -0.140305);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573459972;(0.045308, -1.575039, 0.901689);(0.686343, -3.129518, -0.140305);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460072;(0.041197, -1.579971, 0.907102);(0.713205, -3.105092, -0.119727);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460172;(0.041197, -1.579971, 0.907102);(0.713205, -3.105092, -0.119727);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460272;(0.041197, -1.579971, 0.907102);(0.713205, -3.105092, -0.119727);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460372;(0.044764, -1.578607, 0.910506);(0.728210, -3.113187, -0.141290);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460472;(0.044764, -1.578607, 0.910506);(0.728210, -3.113187, -0.141290);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460572;(0.048117, -1.577038, 0.913534);(0.727909, -3.116401, -0.153555);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460672;(0.048117, -1.577038, 0.913534);(0.727909, -3.116401, -0.153555);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460772;(0.049182, -1.577805, 0.916426);(0.747474, -3.112752, -0.162272);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460872;(0.049182, -1.577805, 0.916426);(0.747474, -3.112752, -0.162272);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573460972;(0.045964, -1.577165, 0.916951);(0.742509, -3.113170, -0.159165);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461072;(0.000000, 0.000000, 0.000000);(0.742509, -3.113170, -0.159165);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461172;(-0.005097, -0.000036, -0.002207);(0.743239, -3.098097, -0.151703);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461272;(-0.005097, -0.000036, -0.002207);(0.743239, -3.098097, -0.151703);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461372;(-0.004923, 0.000220, -0.002782);(0.754440, -3.095002, -0.160170);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461472;(-0.004923, 0.000220, -0.002782);(0.754440, -3.095002, -0.160170);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461573;(-0.000938, 0.001719, -0.000734);(0.750468, -3.107698, -0.164256);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461673;(-0.000938, 0.001719, -0.000734);(0.750468, -3.107698, -0.164256);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461773;(-0.004928, 0.002500, -0.003210);(0.753082, -3.093298, -0.160232);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461873;(-0.004928, 0.002500, -0.003210);(0.753082, -3.093298, -0.160232);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573461973;(-0.015159, -0.000318, -0.004230);(0.731259, -3.060995, -0.160250);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462073;(-0.015159, -0.000318, -0.004230);(0.731259, -3.060995, -0.160250);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462173;(-0.029678, -0.008498, 0.004507);(0.708399, -2.975908, -0.150112);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462273;(-0.029678, -0.008498, 0.004507);(0.708399, -2.975908, -0.150112);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462373;(-0.056019, -0.017798, 0.024341);(0.689780, -2.877961, -0.118354);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462473;(-0.056019, -0.017798, 0.024341);(0.689780, -2.877961, -0.118354);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462573;(-0.079848, -0.018340, 0.043898);(0.719976, -2.828250, -0.104155);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462673;(-0.079848, -0.018340, 0.043898);(0.719976, -2.828250, -0.104155);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462773;(-0.096629, -0.015687, 0.048594);(0.738722, -2.849624, -0.102573);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462873;(-0.096629, -0.015687, 0.048594);(0.738722, -2.849624, -0.102573);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573462973;(-0.108887, -0.019496, 0.019003);(0.723889, -2.878443, -0.095125);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463073;(-0.108887, -0.019496, 0.019003);(0.723889, -2.878443, -0.095125);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463173;(-0.113123, -0.018094, -0.051526);(0.719317, -2.928397, -0.111520);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463273;(-0.113123, -0.018094, -0.051526);(0.719317, -2.928397, -0.111520);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463373;(-0.113123, -0.018094, -0.051526);(0.719317, -2.928397, -0.111520);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463473;(-0.114735, -0.019102, -0.108783);(0.735464, -2.966798, -0.112005);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463573;(-0.114735, -0.019102, -0.108783);(0.735464, -2.966798, -0.112005);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463773;(-0.114382, -0.018604, -0.161562);(0.767015, -2.992472, -0.122217);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463873;(-0.112215, -0.017227, -0.178131);(0.753051, -2.993153, -0.120533);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463973;(-0.112215, -0.017227, -0.178131);(0.753051, -2.993153, -0.120533);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573463978;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464133;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464138;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464143;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464148;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464153;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464158;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464163;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464168;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464173;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685573464178;(-0.107774, -0.016476, -0.142028);(0.770812, -2.990417, -0.115894);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
