CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685576059943;(0.098025, 0.721028, -0.272340);(0.081287, 0.235342, -0.088538);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060043;(0.098025, 0.721028, -0.272340);(0.081287, 0.235342, -0.088538);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060143;(0.098025, 0.721028, -0.272340);(0.081287, 0.235342, -0.088538);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060243;(0.098025, 0.721028, -0.272340);(0.081287, 0.235342, -0.088538);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060343;(0.098025, 0.721028, -0.272340);(0.081287, 0.235342, -0.088538);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060443;(0.099481, 0.721572, -0.271991);(0.080954, 0.229213, -0.084623);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060543;(0.107885, 0.719840, -0.268510);(0.072653, 0.214228, -0.071028);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060643;(0.120437, 0.717323, -0.262950);(0.047965, 0.195512, -0.079727);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060743;(0.139043, 0.719850, -0.255129);(0.042091, 0.182409, -0.052838);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060843;(0.159371, 0.715592, -0.247829);(0.049727, 0.204002, -0.035100);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576060944;(0.176406, 0.710321, -0.240138);(-0.011287, 0.201366, -0.089784);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576061044;(0.185843, 0.700332, -0.235486);(-0.047308, 0.218585, -0.267638);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576061144;(0.190097, 0.700047, -0.238959);(-0.038370, 0.235728, -0.259981);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
