CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685574491865;(0.128522, -1.711787, 0.993393);(0.583516, -3.027658, -0.048925);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574491966;(0.128522, -1.711787, 0.993393);(0.583516, -3.027658, -0.048925);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492066;(0.128522, -1.711787, 0.993393);(0.583516, -3.027658, -0.048925);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492166;(0.128522, -1.711787, 0.993393);(0.583516, -3.027658, -0.048925);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492266;(0.128198, -1.712608, 0.993622);(0.582021, -3.033368, -0.050267);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492366;(0.128198, -1.712608, 0.993622);(0.582021, -3.033368, -0.050267);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492466;(0.127039, -1.713967, 0.991706);(0.576184, -3.020955, -0.042792);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492666;(0.127039, -1.713967, 0.991706);(0.576184, -3.020955, -0.042792);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492766;(0.127652, -1.713354, 0.992474);(0.570938, -3.018173, -0.041002);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492866;(0.127652, -1.713354, 0.992474);(0.570938, -3.018173, -0.041002);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574492966;(0.128696, -1.714257, 0.993215);(0.574526, -3.021279, -0.038865);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493066;(0.128696, -1.714257, 0.993215);(0.574526, -3.021279, -0.038865);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493166;(0.128597, -1.714192, 0.992716);(0.578160, -3.023617, -0.044066);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493266;(0.128597, -1.714192, 0.992716);(0.578160, -3.023617, -0.044066);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493366;(0.128239, -1.715241, 0.991228);(0.581977, -3.010900, -0.037744);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493466;(0.128239, -1.715241, 0.991228);(0.581977, -3.010900, -0.037744);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493566;(0.127768, -1.715517, 0.989849);(0.577717, -3.003163, -0.034424);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493666;(0.127768, -1.715517, 0.989849);(0.577717, -3.003163, -0.034424);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493766;(0.127484, -1.715388, 0.990514);(0.572555, -3.005967, -0.034498);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493866;(0.127484, -1.715388, 0.990514);(0.572555, -3.005967, -0.034498);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574493966;(0.127356, -1.714557, 0.991364);(0.574774, -3.015152, -0.036899);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494066;(0.127356, -1.714557, 0.991364);(0.574774, -3.015152, -0.036899);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494166;(0.127800, -1.714693, 0.992724);(0.565106, -3.020142, -0.036884);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494266;(0.000000, 0.000000, 0.000000);(0.565106, -3.020142, -0.036884);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494366;(0.000629, -0.000589, 0.000653);(0.567220, -3.019082, -0.033854);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494466;(0.000629, -0.000589, 0.000653);(0.567220, -3.019082, -0.033854);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494566;(0.000242, -0.000801, -0.000263);(0.569286, -3.014958, -0.034101);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494666;(0.000242, -0.000801, -0.000263);(0.569286, -3.014958, -0.034101);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494767;(0.000274, -0.000468, 0.000081);(0.564835, -3.018116, -0.035568);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494867;(0.000274, -0.000468, 0.000081);(0.564835, -3.018116, -0.035568);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574494967;(0.000288, -0.000279, -0.000121);(0.565076, -3.018458, -0.036940);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574495067;(0.000288, -0.000279, -0.000121);(0.565076, -3.018458, -0.036940);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685574495167;(-0.000893, -0.001238, -0.002127);(0.571780, -3.008670, -0.033413);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
