CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685576467308;(-0.473201, 0.801741, 0.132545);(-0.054972, -0.128930, -0.005710);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576467408;(-0.473201, 0.801741, 0.132545);(-0.054972, -0.128930, -0.005710);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576467508;(-0.473201, 0.801741, 0.132545);(-0.054972, -0.128930, -0.005710);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576467608;(-0.473201, 0.801741, 0.132545);(-0.054972, -0.128930, -0.005710);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576467708;(-0.473201, 0.801741, 0.132545);(-0.054972, -0.128930, -0.005710);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576467808;(-0.473245, 0.802102, 0.132703);(-0.055115, -0.128839, -0.005535);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576467908;(-0.473368, 0.802066, 0.132722);(-0.054740, -0.128908, -0.005450);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468008;(-0.473295, 0.802069, 0.132723);(-0.054954, -0.128754, -0.005648);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468108;(-0.473237, 0.802016, 0.132746);(-0.055355, -0.128732, -0.005623);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468208;(-0.473213, 0.802143, 0.132742);(-0.055443, -0.128826, -0.005521);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468308;(-0.473421, 0.801971, 0.132679);(-0.055313, -0.129054, -0.005480);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468408;(-0.473359, 0.801962, 0.132586);(-0.055212, -0.129009, -0.005599);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468508;(-0.473202, 0.801905, 0.132604);(-0.055262, -0.128716, -0.005496);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468608;(-0.473244, 0.802103, 0.132751);(-0.055009, -0.128887, -0.005535);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468708;(-0.473405, 0.802159, 0.132686);(-0.054971, -0.129132, -0.005266);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468808;(-0.473289, 0.801924, 0.132637);(-0.055281, -0.128944, -0.005542);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576468908;(-0.473194, 0.801876, 0.132670);(-0.054824, -0.128795, -0.005605);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576469008;(-0.473427, 0.801831, 0.132644);(-0.055330, -0.129015, -0.005285);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685576469108;(-0.473382, 0.801849, 0.132609);(-0.055167, -0.128909, -0.005575);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
