CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685571777190;(-0.117023, 0.721090, -0.321180);(-0.045451, 0.133784, -0.692166);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777290;(-0.117023, 0.721090, -0.321180);(-0.045451, 0.133784, -0.692166);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777390;(-0.117023, 0.721090, -0.321180);(-0.045451, 0.133784, -0.692166);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777490;(-0.117023, 0.721090, -0.321180);(-0.045451, 0.133784, -0.692166);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777590;(-0.117023, 0.721090, -0.321180);(-0.045451, 0.133784, -0.692166);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777690;(-0.114589, 0.713758, -0.320571);(0.016001, 0.112093, -0.675393);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777790;(-0.114589, 0.713758, -0.320571);(0.016001, 0.112093, -0.675393);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777890;(-0.098128, 0.719547, -0.307054);(0.018079, 0.133773, -0.668651);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571777990;(-0.098128, 0.719547, -0.307054);(0.018079, 0.133773, -0.668651);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778090;(-0.081990, 0.746898, -0.298116);(0.006734, 0.196165, -0.683215);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778191;(-0.081990, 0.746898, -0.298116);(0.006734, 0.196165, -0.683215);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778291;(-0.070841, 0.762212, -0.317393);(0.157727, 0.176726, -0.512955);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778391;(-0.070841, 0.762212, -0.317393);(0.157727, 0.176726, -0.512955);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778491;(-0.070841, 0.762212, -0.317393);(0.157727, 0.176726, -0.512955);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778591;(-0.067723, 0.773126, -0.321400);(0.119292, 0.232422, -0.411155);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778691;(-0.067723, 0.773126, -0.321400);(0.119292, 0.232422, -0.411155);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778791;(-0.059052, 0.808067, -0.331255);(0.080112, 0.173405, -0.385319);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778891;(-0.059052, 0.808067, -0.331255);(0.080112, 0.173405, -0.385319);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571778991;(-0.053600, 0.833676, -0.348495);(0.127477, 0.049487, -0.216068);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571779091;(-0.053600, 0.833676, -0.348495);(0.127477, 0.049487, -0.216068);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
