CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685570874359;(-0.408102, 0.806735, 0.184450);(0.093377, 0.007882, -0.010494);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570874459;(-0.408102, 0.806735, 0.184450);(0.093377, 0.007882, -0.010494);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570874559;(-0.408102, 0.806735, 0.184450);(0.093377, 0.007882, -0.010494);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570874659;(-0.408102, 0.806735, 0.184450);(0.093377, 0.007882, -0.010494);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570874759;(-0.408102, 0.806735, 0.184450);(0.093377, 0.007882, -0.010494);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570874859;(-0.408232, 0.806819, 0.184412);(0.093050, 0.008365, -0.010421);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570874959;(-0.408232, 0.806819, 0.184412);(0.093050, 0.008365, -0.010421);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875059;(-0.408132, 0.806911, 0.184393);(0.093195, 0.007872, -0.010247);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875160;(-0.408132, 0.806911, 0.184393);(0.093195, 0.007872, -0.010247);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875260;(-0.408206, 0.806765, 0.184359);(0.092886, 0.008154, -0.010311);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875360;(-0.408206, 0.806765, 0.184359);(0.092886, 0.008154, -0.010311);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875460;(-0.408165, 0.806648, 0.184282);(0.093412, 0.008152, -0.010606);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875660;(-0.408165, 0.806648, 0.184282);(0.093412, 0.008152, -0.010606);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875760;(-0.408192, 0.806747, 0.184363);(0.093455, 0.007950, -0.010417);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875860;(-0.408192, 0.806747, 0.184363);(0.093455, 0.007950, -0.010417);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570875865;(-0.408222, 0.806780, 0.184478);(0.093275, 0.008281, -0.010277);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570876025;(-0.408222, 0.806780, 0.184478);(0.093275, 0.008281, -0.010277);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570876030;(-0.408222, 0.806780, 0.184478);(0.093275, 0.008281, -0.010277);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570876035;(-0.408222, 0.806780, 0.184478);(0.093275, 0.008281, -0.010277);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570876040;(-0.408222, 0.806780, 0.184478);(0.093275, 0.008281, -0.010277);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685570876045;(-0.408222, 0.806780, 0.184478);(0.093275, 0.008281, -0.010277);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
