CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685571449500;(-0.308932, 1.058921, -0.428506);(0.020758, 0.178296, 0.026886);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571449600;(-0.308932, 1.058921, -0.428506);(0.020758, 0.178296, 0.026886);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571449700;(-0.308932, 1.058921, -0.428506);(0.020758, 0.178296, 0.026886);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571449800;(-0.308932, 1.058921, -0.428506);(0.020758, 0.178296, 0.026886);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571449900;(-0.309477, 1.058511, -0.428626);(0.023342, 0.171833, 0.027048);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450000;(-0.309477, 1.058511, -0.428626);(0.023342, 0.171833, 0.027048);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450100;(-0.310230, 1.058625, -0.427094);(0.023964, 0.151398, 0.034151);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450200;(-0.310230, 1.058625, -0.427094);(0.023964, 0.151398, 0.034151);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450300;(-0.310403, 1.058778, -0.424862);(0.017485, 0.150468, 0.025385);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450400;(-0.310403, 1.058778, -0.424862);(0.017485, 0.150468, 0.025385);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450500;(-0.310312, 1.059385, -0.424964);(0.016335, 0.149217, 0.029563);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450600;(-0.310312, 1.059385, -0.424964);(0.016335, 0.149217, 0.029563);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450700;(-0.309373, 1.058396, -0.425546);(0.024200, 0.145836, 0.029022);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450801;(-0.309373, 1.058396, -0.425546);(0.024200, 0.145836, 0.029022);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571450901;(-0.309603, 1.058675, -0.425825);(0.019275, 0.152960, 0.025420);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451001;(-0.309603, 1.058675, -0.425825);(0.019275, 0.152960, 0.025420);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451101;(-0.309202, 1.059472, -0.424623);(0.017990, 0.147120, 0.030832);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451201;(-0.309202, 1.059472, -0.424623);(0.017990, 0.147120, 0.030832);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451301;(-0.309202, 1.059472, -0.424623);(0.017990, 0.147120, 0.030832);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451401;(-0.309030, 1.061980, -0.423139);(0.026713, 0.147655, 0.036282);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451501;(-0.309030, 1.061980, -0.423139);(0.026713, 0.147655, 0.036282);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451601;(-0.308930, 1.067757, -0.418191);(0.028312, 0.124858, 0.048852);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451701;(-0.308930, 1.067757, -0.418191);(0.028312, 0.124858, 0.048852);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451801;(-0.306688, 1.071672, -0.411312);(0.010618, 0.115683, 0.057910);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571451901;(-0.306688, 1.071672, -0.411312);(0.010618, 0.115683, 0.057910);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452001;(-0.305269, 1.073097, -0.406906);(0.007922, 0.115031, 0.033915);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452101;(-0.305269, 1.073097, -0.406906);(0.007922, 0.115031, 0.033915);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452201;(-0.299552, 1.074524, -0.407768);(0.015780, 0.126190, 0.034183);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452296;(-0.299552, 1.074524, -0.407768);(0.015780, 0.126190, 0.034183);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452401;(-0.289876, 1.079396, -0.410613);(0.013579, 0.155664, 0.041537);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452496;(-0.289876, 1.079396, -0.410613);(0.013579, 0.155664, 0.041537);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452596;(-0.285888, 1.086016, -0.409655);(0.013100, 0.151310, 0.049168);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452696;(-0.285888, 1.086016, -0.409655);(0.013100, 0.151310, 0.049168);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452796;(-0.281763, 1.090112, -0.409947);(0.008581, 0.158797, 0.048249);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452896;(-0.281763, 1.090112, -0.409947);(0.008581, 0.158797, 0.048249);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571452996;(-0.274596, 1.096084, -0.422663);(0.017577, 0.165820, 0.049836);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453096;(-0.274596, 1.096084, -0.422663);(0.017577, 0.165820, 0.049836);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453196;(-0.268392, 1.104191, -0.452481);(0.023019, 0.166130, 0.063155);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453296;(-0.268392, 1.104191, -0.452481);(0.023019, 0.166130, 0.063155);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453397;(-0.267480, 1.113091, -0.509760);(0.042676, 0.173089, 0.053102);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453497;(-0.267480, 1.113091, -0.509760);(0.042676, 0.173089, 0.053102);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453597;(-0.259984, 1.119758, -0.590150);(0.033684, 0.188581, 0.074684);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453697;(-0.259984, 1.119758, -0.590150);(0.033684, 0.188581, 0.074684);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453797;(-0.254719, 1.123309, -0.698728);(0.067034, 0.200874, 0.111735);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453897;(-0.254719, 1.123309, -0.698728);(0.067034, 0.200874, 0.111735);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571453997;(-0.260381, 1.130188, -0.861171);(0.051577, 0.192799, 0.084974);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454097;(-0.260381, 1.130188, -0.861171);(0.051577, 0.192799, 0.084974);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454197;(-0.260381, 1.130188, -0.861171);(0.051577, 0.192799, 0.084974);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454297;(-0.273804, 1.133814, -0.968452);(0.051240, 0.151004, 0.056682);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454397;(-0.273804, 1.133814, -0.968452);(0.051240, 0.151004, 0.056682);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454497;(-0.277404, 1.132010, -1.064327);(0.059511, 0.175626, 0.098100);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454597;(-0.277404, 1.132010, -1.064327);(0.059511, 0.175626, 0.098100);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454697;(-0.279802, 1.123838, -1.131505);(0.092195, 0.197869, 0.113107);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454797;(-0.279802, 1.123838, -1.131505);(0.092195, 0.197869, 0.113107);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454897;(-0.283199, 1.121959, -1.158702);(0.077493, 0.208922, 0.108095);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571454997;(0.000000, 0.000000, 0.000000);(0.077493, 0.208922, 0.108095);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455097;(-0.000990, -0.001191, 0.005305);(0.076856, 0.206523, 0.108025);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455197;(-0.000990, -0.001191, 0.005305);(0.076856, 0.206523, 0.108025);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455297;(0.001122, -0.003298, 0.028937);(0.076696, 0.182518, 0.103783);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455397;(0.001122, -0.003298, 0.028937);(0.076696, 0.182518, 0.103783);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455497;(0.005708, -0.000374, 0.056103);(0.058851, 0.159571, 0.096378);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455597;(0.005708, -0.000374, 0.056103);(0.058851, 0.159571, 0.096378);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455697;(0.010898, 0.004219, 0.071361);(0.046983, 0.152844, 0.100769);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455797;(0.010898, 0.004219, 0.071361);(0.046983, 0.152844, 0.100769);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455897;(0.013262, 0.004847, 0.082616);(0.044518, 0.149948, 0.092872);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571455997;(0.013262, 0.004847, 0.082616);(0.044518, 0.149948, 0.092872);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456098;(0.014830, 0.004584, 0.100930);(0.042846, 0.144285, 0.094909);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456198;(0.014830, 0.004584, 0.100930);(0.042846, 0.144285, 0.094909);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456298;(0.015556, 0.001157, 0.154532);(0.075137, 0.126303, 0.091238);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456398;(0.015556, 0.001157, 0.154532);(0.075137, 0.126303, 0.091238);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456498;(0.016256, -0.003628, 0.253155);(0.115115, 0.093993, 0.092540);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456598;(0.016256, -0.003628, 0.253155);(0.115115, 0.093993, 0.092540);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456698;(0.016389, -0.006543, 0.370949);(0.129993, 0.033967, 0.109164);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456798;(0.016389, -0.006543, 0.370949);(0.129993, 0.033967, 0.109164);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456898;(0.006726, -0.009244, 0.485961);(0.150565, -0.029183, 0.132614);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571456998;(0.006726, -0.009244, 0.485961);(0.150565, -0.029183, 0.132614);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685571457098;(-0.007322, -0.010334, 0.602441);(0.114730, -0.116771, 0.103608);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
