CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1685656854117;(0.117081, 0.846662, 1.473473);(-0.181791, -2.752781, 0.055975);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854217;(0.117081, 0.846662, 1.473473);(-0.181791, -2.752781, 0.055975);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854318;(0.117081, 0.846662, 1.473473);(-0.181791, -2.752781, 0.055975);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854418;(0.117081, 0.846662, 1.473473);(-0.181791, -2.752781, 0.055975);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854518;(0.117081, 0.846662, 1.473473);(-0.181791, -2.752781, 0.055975);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854618;(0.116490, 0.846775, 1.473805);(-0.182686, -2.750969, 0.054310);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854718;(0.116362, 0.846784, 1.473895);(-0.182976, -2.751195, 0.052740);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854818;(0.116921, 0.846556, 1.473481);(-0.182302, -2.751895, 0.058117);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656854918;(0.116937, 0.846940, 1.473201);(-0.182366, -2.752146, 0.055482);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855018;(0.117062, 0.847164, 1.472856);(-0.182013, -2.753394, 0.053142);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855118;(0.118641, 0.847181, 1.471739);(-0.180312, -2.755357, 0.057801);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855218;(0.121562, 0.846803, 1.469981);(-0.177997, -2.759252, 0.065190);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855318;(0.124144, 0.846228, 1.468056);(-0.174971, -2.764287, 0.071882);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855418;(0.125723, 0.846125, 1.467192);(-0.175234, -2.769195, 0.075006);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855518;(0.125257, 0.846181, 1.468028);(-0.176911, -2.769542, 0.078175);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855618;(0.121814, 0.846970, 1.470461);(-0.181614, -2.763212, 0.065841);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855718;(0.117626, 0.847564, 1.473295);(-0.187205, -2.757946, 0.059619);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855818;(0.114344, 0.848513, 1.475291);(-0.186992, -2.749667, 0.055100);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656855918;(0.112121, 0.848617, 1.476733);(-0.188095, -2.747124, 0.056316);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856018;(0.113286, 0.848372, 1.476427);(-0.188650, -2.747752, 0.076648);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856118;(0.112720, 0.848822, 1.476295);(-0.184626, -2.754405, 0.063137);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856218;(0.114965, 0.848666, 1.475916);(-0.188491, -2.760084, 0.077511);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856318;(0.116298, 0.848855, 1.475467);(-0.187507, -2.761425, 0.083905);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856418;(0.117798, 0.850321, 1.476008);(-0.186507, -2.763856, 0.087470);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856518;(0.119220, 0.851733, 1.477562);(-0.188329, -2.763526, 0.100925);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856618;(0.118926, 0.853765, 1.479134);(-0.186663, -2.762632, 0.106212);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856718;(0.118917, 0.856608, 1.479619);(-0.188498, -2.767546, 0.114726);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856818;(0.119121, 0.860207, 1.479672);(-0.189503, -2.772323, 0.119929);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656856918;(0.119904, 0.864356, 1.480278);(-0.197051, -2.780169, 0.114142);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656857019;(0.121847, 0.870358, 1.481385);(-0.208219, -2.796967, 0.098592);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1685656857119;(0.123457, 0.877150, 1.482518);(-0.222554, -2.806731, 0.098200);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
