posX	posY	posZ	velX	velY	velZ	velN	velE	velD	rotation
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0.01225811	0.01577162	-0.005098497	0	0	0	0.001582809	0.0009174756	-0.0004015667	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001708371	0.0008698435	-0.0004215144	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001708371	0.0008698435	-0.0004215144	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001708371	0.0008698435	-0.0004215144	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001708371	0.0008698435	-0.0004215144	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001708371	0.0008698435	-0.0004215144	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001708371	0.0008698435	-0.0004215144	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
0.01225904	0.01577046	-0.005099847	0	0	0	0.001536838	0.0005812384	-0.0001489887	(0.00, 0.01, 0.27)
