posX	posY	posZ	velX	velY	velZ	velN	velE	velD	rotation
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
1.192348	-3.082991	-16.92913	-72	-22	89	0	0	-0.1168806	(0.18, 0.57, -0.24)
1.192348	-3.082991	-16.92913	-72	-22	89	0	0	-0.2104316	(0.16, 0.48, -0.24)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.2104316	(0.16, 0.48, -0.24)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.2104316	(0.16, 0.48, -0.24)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.2104316	(0.16, 0.48, -0.24)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.2104316	(0.16, 0.48, -0.24)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.2104316	(0.16, 0.48, -0.24)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.07803684	(0.13, 0.47, -0.21)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.06270662	(0.14, 0.51, -0.22)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.06270662	(0.14, 0.51, -0.22)
1.199925	-3.085391	-16.94813	-13	-54	-108	0	0	-0.06270662	(0.14, 0.51, -0.22)
