posX	posY	posZ	velX	velY	velZ	velN	velE	velD	rotation
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0	0	0	0	0	0	-0.003248682	-0.002993442	0.01725772	(0.31, -0.45, 0.16)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.07747275	0.06158525	-0.00880973	(0.32, -0.44, 0.18)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.07747275	0.06158525	-0.00880973	(0.32, -0.44, 0.18)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.07747275	0.06158525	-0.00880973	(0.32, -0.44, 0.18)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.07747275	0.06158525	-0.00880973	(0.32, -0.44, 0.18)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2589142	2.056621	-2.870269	-50	60	-30	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.051465	0.06128325	-0.01172763	(0.33, -0.43, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.02416685	0.06217496	-0.02001793	(0.34, -0.44, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.03355643	0.07203817	-0.01229078	(0.36, -0.45, 0.19)
0.2514585	2.069146	-2.874267	-29	66	-15	-0.03355643	0.07203817	-0.01229078	(0.36, -0.45, 0.19)
0.2523695	2.084442	-2.872525	-23	73	0	-0.03355643	0.07203817	-0.01229078	(0.36, -0.45, 0.19)
0.2523695	2.084442	-2.872525	-23	73	0	-0.03355643	0.07203817	-0.01229078	(0.36, -0.45, 0.19)
0.2523695	2.084442	-2.872525	-23	73	0	-0.03355643	0.07203817	-0.01229078	(0.36, -0.45, 0.19)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2523695	2.084442	-2.872525	-23	73	0	-0.05182423	0.04790005	-0.009940925	(0.37, -0.44, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03833256	0.0237775	-0.008519047	(0.39, -0.43, 0.18)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03504219	0.006091796	0.02151056	(0.40, -0.43, 0.17)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03504219	0.006091796	0.02151056	(0.40, -0.43, 0.17)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03504219	0.006091796	0.02151056	(0.40, -0.43, 0.17)
0.2487895	2.102828	-2.868163	-24	47	14	-0.03504219	0.006091796	0.02151056	(0.40, -0.43, 0.17)
0.2487895	2.102828	-2.868163	-24	47	14	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2487895	2.102828	-2.868163	-24	47	14	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2487895	2.102828	-2.868163	-24	47	14	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2487895	2.102828	-2.868163	-24	47	14	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2487895	2.102828	-2.868163	-24	47	14	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.02451963	-0.03400321	0.03273619	(0.39, -0.44, 0.16)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.03404388	-0.06437896	0.04045159	(0.36, -0.44, 0.18)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2493658	2.104653	-2.860514	-7	-41	41	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.05873328	-0.04469332	0.05149269	(0.34, -0.43, 0.20)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	-0.0398959	-0.04987747	0.03703753	(0.31, -0.42, 0.19)
0.2515544	2.076755	-2.852701	-34	-91	48	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2515544	2.076755	-2.852701	-34	-91	48	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2515544	2.076755	-2.852701	-34	-91	48	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2547603	2.064412	-2.859565	32	-70	0	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2547603	2.064412	-2.859565	32	-70	0	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2547603	2.064412	-2.859565	32	-70	0	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2547603	2.064412	-2.859565	32	-70	0	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2547603	2.064412	-2.859565	32	-70	0	0.01530943	-0.07419977	0.01593624	(0.30, -0.44, 0.17)
0.2547603	2.064412	-2.859565	32	-70	0	0.006396357	-0.09095558	0.04579258	(0.29, -0.46, 0.15)
