posX	posY	posZ	velX	velY	velZ	velN	velE	velD	rotation
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.0011632	-6.955306E-06	-0.0003035925	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
0.0171727	0.0102247	-0.005055076	0	0	0	0.001082677	-4.298489E-05	-0.001006452	(0.00, 0.00, -0.11)
