posX	posY	posZ	velX	velY	velZ	velN	velE	velD	rotation
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0	0	0	0	0	0	-0.0006908123	1.875758E-05	-0.0004293196	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.0005247529	-9.242119E-05	-0.0007537231	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.0005247529	-9.242119E-05	-0.0007537231	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.0005247529	-9.242119E-05	-0.0007537231	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.01552446	0.01254649	-0.005155263	0	0	0	-0.00035728	7.333187E-05	-0.000242101	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.000585596	-4.693299E-05	-0.0005732358	(0.00, 0.01, 0.03)
0.0155232	0.01254771	-0.005156082	0	0	0	-0.0004372802	-0.0003075248	-3.659505E-05	(0.00, 0.01, 0.03)
