posX	posY	posZ	velX	velY	velZ	velN	velE	velD	rotation
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0	0	0	0	0	0	0	0	0	(0.00, 0.00, 0.00)
0.0146828	0.01355369	-0.005070786	0	0	0	-2.288212E-05	0.0005243915	0.001827733	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-2.288212E-05	0.0005243915	0.001827733	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-2.288212E-05	0.0005243915	0.001827733	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-2.288212E-05	0.0005243915	0.001827733	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-2.288212E-05	0.0005243915	0.001827733	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-2.288212E-05	0.0005243915	0.001827733	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.0146828	0.01355369	-0.005070786	0	0	0	-0.0001538838	0.0007324334	0.002886703	(0.00, 0.01, 0.10)
0.01468231	0.01355412	-0.005071079	0	0	0	3.210576E-05	0.0007011016	0.002944157	(0.00, 0.01, 0.10)
