CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1684792421768;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421773;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421778;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421783;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421788;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421793;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421798;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421803;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421808;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421813;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421818;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421823;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421828;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421833;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421838;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421843;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421848;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421853;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421858;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421863;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421868;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421873;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421878;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421883;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421888;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421893;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421898;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421903;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421908;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421913;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421918;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421923;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421928;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421933;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792421968;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792422068;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684792422168;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
