CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1684534831991;(-0.463469, 1.055084, -0.939135);(-0.008537, 0.087992, 0.027067);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832091;(-0.463469, 1.055084, -0.939135);(-0.008537, 0.087992, 0.027067);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832191;(-0.463469, 1.055084, -0.939135);(-0.008537, 0.087992, 0.027067);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832291;(-0.463469, 1.055084, -0.939135);(-0.008537, 0.087992, 0.027067);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832391;(-0.463469, 1.055084, -0.939135);(-0.008537, 0.087992, 0.027067);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832491;(-0.463406, 1.054837, -0.939144);(-0.008452, 0.087455, 0.025831);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832591;(-0.463506, 1.054355, -0.939601);(-0.005421, 0.085474, 0.024056);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832691;(-0.463576, 1.054447, -0.940070);(-0.005239, 0.083764, 0.020901);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832791;(-0.463674, 1.055606, -0.939509);(-0.010852, 0.085856, 0.018413);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832891;(-0.463933, 1.057290, -0.939553);(-0.017523, 0.086021, 0.020168);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534832991;(-0.464083, 1.058464, -0.939832);(-0.018456, 0.087329, 0.021345);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534833091;(-0.464198, 1.058755, -0.940684);(-0.018087, 0.085882, 0.022338);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534833191;(-0.464920, 1.058844, -0.941478);(-0.016385, 0.084632, 0.024197);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534833291;(-0.465586, 1.058940, -0.941937);(-0.013190, 0.082164, 0.027568);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534833391;(-0.465761, 1.059212, -0.942048);(-0.015332, 0.080066, 0.027969);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684534833491;(-0.466552, 1.059833, -0.941564);(-0.016631, 0.078143, 0.027624);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
