CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1684791166248;(1.230447, 1.808165, -0.364180);(0.084604, -2.121301, -0.090430);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166348;(1.230447, 1.808165, -0.364180);(0.084604, -2.121301, -0.090430);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166448;(1.230447, 1.808165, -0.364180);(0.084604, -2.121301, -0.090430);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166548;(1.230447, 1.808165, -0.364180);(0.084604, -2.121301, -0.090430);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166648;(1.230447, 1.808165, -0.364180);(0.084604, -2.121301, -0.090430);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166743;(1.229778, 1.808902, -0.363073);(0.085656, -2.111523, -0.081478);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166843;(1.225005, 1.808780, -0.364388);(0.093019, -2.111572, -0.081944);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791166943;(1.216115, 1.807452, -0.368366);(0.109268, -2.111478, -0.075899);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167043;(1.204171, 1.807224, -0.374502);(0.121130, -2.117692, -0.068778);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167143;(1.192090, 1.808632, -0.383735);(0.119855, -2.124927, -0.066031);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167243;(1.174783, 1.810803, -0.397589);(0.110049, -2.124778, -0.059338);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167343;(1.154917, 1.811396, -0.416925);(0.094264, -2.127305, -0.058327);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167443;(1.131437, 1.807708, -0.444038);(0.086628, -2.121110, -0.047873);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167543;(1.102374, 1.804717, -0.476310);(0.087737, -2.119388, -0.040383);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167643;(1.066904, 1.804573, -0.515472);(0.086184, -2.106737, -0.041654);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167743;(1.031856, 1.806636, -0.560283);(0.086201, -2.092846, -0.036539);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167843;(0.999974, 1.812140, -0.608434);(0.099108, -2.074727, -0.023138);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791167943;(0.970321, 1.819338, -0.652704);(0.095540, -2.071527, -0.009484);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791168043;(0.944457, 1.824426, -0.684023);(0.093964, -2.066190, -0.014048);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791168143;(0.920747, 1.829548, -0.703817);(0.090903, -2.032234, -0.023873);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791168243;(0.900311, 1.832159, -0.720333);(0.077134, -2.011193, -0.028299);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684791168343;(0.899013, 1.832145, -0.721277);(0.072918, -2.009632, -0.030111);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
