posX	posY	posZ	velX	velY	velZ	velN	velE	velD
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.02322082
0.01936845	-0.005369816	-0.004585651	0	0	0	0	0	-0.012946
0.01936845	-0.005369816	-0.004585651	0	0	0	0	0	-0.0040538
0.01936845	-0.005369816	-0.004585651	0	0	0	0	0	-0.0040538
0.01936845	-0.005369816	-0.004585651	0	0	0	0	0	-0.0040538
0.01936845	-0.005369816	-0.004585651	0	0	0	0	0	-0.0040538
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.0040538
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.0040538
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.0040538
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.0040538
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.0040538
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.004198858
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.002752639
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.002752639
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.002752639
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.002752639
0.01936854	-0.005370713	-0.004584229	0	0	0	0	0	-0.002752639
0.01936892	-0.005370728	-0.00458258	0	0	0	0	0	-0.002752639
0.01936892	-0.005370728	-0.00458258	0	0	0	0	0	-0.002752639
0.01936892	-0.005370728	-0.00458258	0	0	0	0	0	-0.002752639
