CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1684795281926;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281931;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281936;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281941;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281946;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281951;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281956;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281961;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281966;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281971;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281976;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281981;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281986;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281991;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795281996;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282001;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282006;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282011;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282016;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282021;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282026;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282031;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282036;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282041;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282046;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
1684795282051;(-0.474451, 0.931353, -0.084847);(-0.067720, -0.163583, 0.175571);(0.000000, 0.000000, 0.000000);0;0;NaN;NaN;;;;
